Adipose_Visceral_Omentum	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000545042.1	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602099,123602257,123605930,123606160,123607599,123607663,123607662	0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adrenal_Gland	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000545042.1	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602099,123602257,123605930,123606160,123607599,123607663,123607662	0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adipose_Subcutaneous	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000544738.5	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602125,123602257,123607599,123607663,123607662,123608679,123608830,123609938,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870	0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adipose_Visceral_Omentum	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000544738.5	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602125,123602257,123607599,123607663,123607662,123608679,123608830,123609938,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870	0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adrenal_Gland	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000544738.5	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602125,123602257,123607599,123607663,123607662,123608679,123608830,123609938,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870	0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adipose_Subcutaneous	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000538744.5	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602128,123602257,123605930,123605982,123606072,123606160,123607431,123607524,123607599,123607663,123607662,123608679,123608830,123609938,123610129,123613169,123613253,123615184,123615317,123617757,123617873,123618668,123618838,123619431,123619725,123619963,123620144	0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adipose_Visceral_Omentum	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000538744.5	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602128,123602257,123605930,123605982,123606072,123606160,123607431,123607524,123607599,123607663,123607662,123608679,123608830,123609938,123610129,123613169,123613253,123615184,123615317,123617757,123617873,123618668,123618838,123619431,123619725,123619963,123620144	0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adrenal_Gland	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000538744.5	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602128,123602257,123605930,123605982,123606072,123606160,123607431,123607524,123607599,123607663,123607662,123608679,123608830,123609938,123610129,123613169,123613253,123615184,123615317,123617757,123617873,123618668,123618838,123619431,123619725,123619963,123620144	0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adipose_Subcutaneous	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000540763.5	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602128,123602257,123605864,123605982,123606072,123606160,123607431,123607524,123607603,123607663,123607662,123608679,123608830,123609938,123610103	0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adipose_Visceral_Omentum	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000540763.5	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602128,123602257,123605864,123605982,123606072,123606160,123607431,123607524,123607603,123607663,123607662,123608679,123608830,123609938,123610103	0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adrenal_Gland	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000540763.5	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602128,123602257,123605864,123605982,123606072,123606160,123607431,123607524,123607603,123607663,123607662,123608679,123608830,123609938,123610103	0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adipose_Subcutaneous	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000354291.8	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602130,123602257,123605930,123605982,123606072,123606160,123607431,123607524,123607599,123607663,123607662,123608679,123608830,123610002,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603	0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adipose_Visceral_Omentum	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000354291.8	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602130,123602257,123605930,123605982,123606072,123606160,123607431,123607524,123607599,123607663,123607662,123608679,123608830,123610002,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603	0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adrenal_Gland	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000354291.8	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602130,123602257,123605930,123605982,123606072,123606160,123607431,123607524,123607599,123607663,123607662,123608679,123608830,123610002,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603	0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adipose_Subcutaneous	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000536079.5	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602143,123602257,123605930,123605982,123606072,123606160,123607431,123607663,123607662,123608679,123608830,123609938,123610070	0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
Adipose_Visceral_Omentum	ENSG00000111364.16	chr12	+	ENSG00000111364.16.1	ENST00000536079.5	123602077,123602097,123602099,123602125,123602128,123602130,123602143,123602257,123605864,123605930,123605982,123605995,123606072,123606160,123607431,123607524,123607599,123607603,123607663,123607662,123607770,123608679,123608830,123609938,123610002,123610070,123610103,123610129,123613169,123613253,123615184,123615317,123616510,123616604,123616603,123617757,123617870,123617873,123618668,123618838,123619431,123619447,123619716,123619725,123619963,123620144,123620943	123602143,123602257,123605930,123605982,123606072,123606160,123607431,123607663,123607662,123608679,123608830,123609938,123610070	0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	tss,tss,tss,tss,tss,tss,tss,d,a,a,d,d,a,d,a,d,a,a,d,tes,tes,a,d,a,a,tes,tes,d,a,d,a,d,a,d,tes,a,tes,d,a,d,a,a,tes,d,a,tes,tes	0
